IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>2>;14>14>31>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>7>6>;14>8>;14>8>7>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>31>;2>41>;2>46>;2>46>1>;2>46>1>2>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>31>;30>31>30>;30>31>30>30>;30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;43>;43>14>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>14>43>44>;44>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>
13346-4434;insucesso;0;0;0;0;12;0;0;0;0;2;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;3;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;3;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;5;1;0;1;2;0;1;1;1;0;0;0;0;2;1;0;1;0;0;0;0;0;5;0;1;2;1;0;5;1;2;3;0;2;2;2;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;3;1;1;0;0;0;0
15016-4433;insucesso;2;1;1;1;8;1;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;3;3;2;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;2;0;0;0;5;2;0;5;0;4;4;3;3;1;2;0;2;1;0;3;0;2;0;2;0;0;0;0;2;1;0;1;1;1;2;1;0;1;1;1;1;1;1;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20796-4435;SUCESSO;2;1;1;1;42;2;0;0;0;4;0;0;2;2;4;0;2;0;2;0;0;1;1;0;0;6;0;2;1;1;0;0;0;2;1;1;0;1;4;2;1;0;0;0;0;0;0;0;11;1;1;1;4;0;1;0;0;0;1;1;1;1;6;1;2;21;1;0;0;12;1;3;2;1;1;0;2;1;0;0;0;0;1;21;2;1;0;5;0;3;0;0;0;0;0;0;3;0;0;3;2;3;0;1;0;35;0;1;4;0;0;14;1;3;6;0;5;4;2;2;2;0;0;1;1;0;7;0;4;0;2;2;1;0;0;8;1;0;0;0;0;4;1;0;3;1;3;0;1;0;1;1;2;1;1;1;8;0;2;2;3;1;1;8;5;0;0;0;0;9;0;5;3;0;0;0
21321-4434;insucesso;2;2;0;0;44;2;0;0;2;6;0;2;0;0;2;0;2;0;0;0;1;0;0;0;0;16;0;3;2;0;0;0;0;1;1;0;1;0;3;0;0;1;0;0;0;0;0;0;13;0;0;0;1;0;1;2;0;0;1;2;2;2;0;0;0;12;3;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;10;0;0;0;9;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;25;0;2;1;0;0;7;1;1;5;1;1;0;0;0;0;1;0;1;1;0;4;0;4;1;2;1;0;0;0;4;2;2;0;0;0;2;1;1;1;0;0;0;0;0;0;0;2;2;2;0;14;0;0;7;4;3;0;0;0;8;4;2;1;6;0;0;0;1;0;0
21955-4603;insucesso;1;1;0;0;29;0;0;0;0;2;1;0;0;0;4;1;4;1;0;0;1;0;0;0;0;8;0;1;1;0;0;0;0;2;2;2;0;1;2;1;0;1;0;0;1;1;0;0;2;0;0;0;2;0;1;0;0;0;0;1;1;1;0;0;0;6;1;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0;0;10;3;1;1;6;1;0;0;0;0;2;2;2;1;0;0;0;4;1;0;0;0;27;0;0;1;0;0;4;0;1;2;1;0;0;0;0;0;0;0;0;0;0;5;1;4;3;2;1;1;1;1;9;3;0;2;2;0;2;2;0;1;1;1;1;1;1;1;0;1;1;1;0;5;3;0;0;3;1;0;2;2;4;2;1;0;3;0;1;1;1;0;0
22423-4434;SUCESSO;1;1;0;0;24;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;29;0;1;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;7;1;3;1;1;0;0;24;3;2;0;0;0;5;1;0;1;0;1;0;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22433-4434;insucesso;1;0;1;1;13;2;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;23;1;2;2;0;0;9;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;5;0;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22525-4435;SUCESSO;2;1;1;0;18;2;0;0;0;3;0;0;6;5;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;1;0;1;0;0;1;0;0;0;1;1;1;7;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22612-4603;insucesso;2;0;2;2;20;3;1;0;2;7;4;1;0;0;2;0;1;0;1;0;0;0;0;0;0;9;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;14;1;1;1;9;1;2;2;0;0;3;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;5;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22787-4435;SUCESSO;2;2;0;0;31;1;0;0;0;2;0;1;6;4;3;0;0;0;0;0;0;2;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;8;0;0;0;0;0;0;1;2;0;0;2;2;2;8;3;5;16;0;0;0;5;0;2;2;1;1;0;3;2;1;0;0;0;1;12;5;3;0;7;0;1;0;0;0;2;1;0;2;1;0;2;2;0;0;0;0;38;0;2;2;0;1;12;1;1;8;0;2;0;0;0;0;0;0;3;3;2;5;0;3;0;2;2;2;0;0;4;0;0;0;0;0;2;0;0;2;0;2;0;2;0;0;0;2;2;2;0;3;1;2;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
22977-4434;insucesso;2;0;1;0;100;4;0;3;0;12;3;0;0;0;27;2;13;0;10;0;1;4;2;0;0;24;0;16;13;6;4;4;0;1;1;0;0;0;2;0;0;1;2;0;3;3;0;0;21;1;1;0;7;0;3;0;0;0;0;0;0;0;1;0;0;20;1;0;0;14;0;8;6;0;0;0;5;2;0;1;0;0;0;39;10;3;4;18;1;14;8;6;0;2;0;0;6;3;0;4;0;3;0;1;0;41;2;6;8;6;1;27;4;7;20;6;11;7;7;7;6;2;0;4;3;0;6;2;4;0;4;4;4;3;3;6;4;3;1;1;1;5;3;2;5;3;5;3;4;4;0;0;2;1;0;0;0;0;0;0;2;0;0;1;1;9;1;1;0;7;3;1;1;1;2;0
23182-4433;insucesso;1;0;1;1;8;0;0;0;0;1;0;0;3;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;1;3;1;0;1;0;0;0;0;0;0;3;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23467-4433;SUCESSO;2;1;1;1;25;0;0;0;0;8;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;18;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;6;1;0;0;2;1;1;0;0;0;1;1;1;0;0;0;2;0;6;0;0;0;5;0;2;1;0;0;1;0;0;1;1;0;1;1;0;0;0;0;19;0;5;3;0;2;7;1;2;2;0;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;3;0;1;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0
24082-4603;SUCESSO;2;1;1;1;13;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;10;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0
26930-4433;insucesso;2;2;0;0;26;4;1;1;0;7;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;5;0;3;1;0;0;0;0;0;0;0;0;0;5;1;0;2;0;0;1;1;0;0;14;0;0;0;5;0;0;2;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;7;0;1;2;1;0;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;3;0;2;0;1;1;1;1;1;3;0;0;0;0;0;2;0;0;1;0;1;0;1;1;0;0;2;2;2;0;0;0;0;0;0;0;0;2;1;3;1;0;0;5;0;1;0;2;0;0
26940-4435;insucesso;2;0;2;2;155;30;1;5;5;13;4;0;1;0;45;10;33;12;0;0;9;2;2;0;0;32;1;9;8;3;3;2;0;4;4;3;3;3;11;5;0;3;0;0;1;1;0;0;24;1;1;1;11;3;1;0;2;0;0;0;0;0;3;0;1;68;30;14;2;2;0;1;0;0;0;0;19;17;0;8;0;0;0;81;22;4;7;62;24;2;1;0;0;18;15;7;2;1;5;0;1;8;0;4;0;91;1;4;6;0;5;25;3;2;15;0;5;4;2;2;1;1;0;1;1;0;10;1;9;0;6;3;2;2;2;17;5;2;1;1;0;9;5;2;4;2;2;2;2;2;0;0;2;0;0;2;7;4;0;0;3;1;0;7;7;15;2;0;0;14;6;5;5;3;1;1
27403-4435;insucesso;4;2;3;3;51;6;2;0;1;16;3;0;0;0;6;0;3;0;1;0;0;1;0;0;0;8;0;2;2;2;0;0;0;1;0;0;0;1;10;3;0;3;0;0;2;2;0;0;24;2;2;2;4;1;1;3;0;0;0;1;1;1;0;0;0;7;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;12;2;1;1;6;1;1;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;40;0;1;0;0;0;6;0;0;3;0;3;1;0;0;0;0;0;1;1;0;2;0;2;0;1;0;0;0;0;6;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;4;2;2;3;8;1;0;2;2;0;0;7;2;76;29;12;6;15;0;7;2;4;0;0
27455-4434;insucesso;2;0;2;2;68;10;2;0;1;14;6;0;5;5;2;2;1;1;0;0;0;0;0;0;0;18;2;3;0;0;0;0;0;2;2;0;0;0;4;2;0;0;2;2;0;0;0;0;29;0;0;0;10;2;2;0;3;0;0;0;0;0;7;0;7;13;3;0;2;1;0;1;0;0;0;0;3;3;0;3;0;0;0;13;4;1;2;10;1;1;1;0;0;3;3;3;0;0;0;0;1;1;0;1;0;53;0;3;3;1;2;12;0;1;3;0;1;1;1;1;0;0;0;0;0;0;3;0;3;0;1;1;1;0;0;6;2;1;0;0;0;3;1;1;2;1;1;0;0;0;1;0;2;0;0;2;2;0;0;0;0;0;0;6;4;0;0;0;0;7;1;4;4;0;2;2
27482-4435;insucesso;1;0;1;1;34;2;0;1;0;6;1;0;0;0;14;0;10;0;2;0;1;4;0;0;0;5;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;17;1;1;1;3;1;0;1;0;0;1;0;0;0;0;0;0;36;2;1;1;16;0;5;4;0;0;0;5;3;0;0;0;0;0;27;1;0;0;22;0;8;4;4;0;4;2;0;6;5;0;0;0;0;0;0;0;25;0;1;2;0;2;11;1;1;8;1;4;1;1;1;0;0;0;0;0;0;2;0;2;1;1;0;0;0;0;2;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;2;0;0;0;0;0;1;1;0;0;0;0;2;0;1;1;0;0;0
27512-4435;SUCESSO;2;0;2;2;48;1;0;0;0;7;1;0;0;0;12;0;11;0;8;4;0;0;0;0;0;12;0;3;2;1;1;0;0;2;2;2;0;0;0;0;0;0;0;0;3;3;1;1;15;2;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;25;3;2;0;13;0;8;0;0;0;1;1;1;0;0;0;2;0;26;1;0;0;18;1;10;6;0;0;1;1;0;2;1;0;1;0;0;0;0;0;49;0;0;2;0;0;16;0;1;10;0;8;7;3;2;1;1;1;2;2;0;6;0;6;3;3;2;1;0;0;7;5;3;0;0;0;3;2;0;2;0;1;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27553-4434;insucesso;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27586-4435;SUCESSO;4;1;2;2;73;3;0;0;3;9;2;1;0;0;24;0;11;0;1;1;0;0;0;0;0;11;0;2;2;2;2;0;0;2;1;0;5;1;6;3;3;0;0;0;3;3;1;1;16;0;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;13;8;3;0;2;2;1;1;0;0;0;5;5;0;0;0;0;1;37;14;3;0;13;6;1;1;1;0;5;5;0;1;0;0;0;3;0;0;0;0;27;0;1;1;0;1;7;0;1;5;0;3;2;2;1;1;0;0;1;0;0;5;0;2;0;1;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;2;1;2;14;8;0;5;2;1;2;4;4;30;6;3;2;9;0;4;4;1;0;0
27616-4435;SUCESSO;2;1;1;1;74;2;0;0;0;11;2;1;13;7;11;0;9;0;5;3;0;1;1;1;0;12;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;3;3;29;1;1;1;4;0;0;1;2;0;1;1;1;1;19;0;10;46;4;0;0;28;3;17;15;11;9;1;6;1;1;0;0;6;6;33;2;0;0;26;0;16;8;7;5;4;0;0;2;1;0;3;1;1;0;1;0;43;1;2;6;0;5;12;2;2;4;0;1;1;1;1;1;2;2;4;2;1;7;0;4;2;2;1;0;0;0;4;2;2;0;0;0;2;1;0;1;1;0;0;0;0;4;2;2;1;1;1;10;1;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27706-4435;SUCESSO;2;1;1;0;65;1;0;0;0;15;2;1;0;0;18;0;8;0;1;0;0;2;0;0;0;13;0;6;2;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;5;5;5;5;29;0;0;0;6;3;0;1;0;1;3;0;0;0;0;0;0;26;3;0;0;3;0;1;1;1;1;1;1;1;0;0;0;2;0;36;2;1;0;17;0;2;1;1;1;0;0;0;3;1;0;2;0;0;0;0;0;46;0;2;1;0;0;16;0;0;6;0;3;2;2;1;1;0;0;1;0;0;3;0;2;0;1;0;0;0;0;10;2;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27738-4433;SUCESSO;2;1;1;1;48;3;0;0;1;9;2;3;0;0;7;0;1;0;1;1;0;2;0;0;0;17;0;7;3;2;1;0;0;2;1;1;0;0;0;0;0;0;0;0;1;1;0;0;26;1;1;1;6;4;0;8;0;5;3;1;1;1;0;0;0;18;1;0;0;4;0;4;2;2;2;0;4;0;0;0;0;2;3;31;0;0;0;14;0;3;3;2;2;4;0;0;8;5;0;7;3;0;0;0;0;92;0;3;7;0;2;40;2;4;17;0;11;7;3;3;3;3;2;5;3;1;15;0;10;0;2;1;0;0;0;37;5;1;0;0;0;10;1;0;3;1;2;0;1;0;0;0;2;1;1;1;8;0;3;2;0;0;0;8;5;0;0;0;0;8;0;6;5;0;0;0
27760-4434;insucesso;0;0;0;0;15;1;0;0;0;4;2;0;5;3;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;4;2;1;2;0;0;2;0;0;0;6;0;3;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;14;0;2;1;0;0;8;2;1;6;0;4;4;3;2;2;0;0;1;0;0;3;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27764-4603;SUCESSO;2;2;0;0;53;0;0;0;0;4;0;0;0;0;11;0;2;0;0;0;0;2;0;0;0;7;0;7;4;3;2;0;0;3;1;0;0;0;5;1;0;0;0;0;4;4;0;0;10;0;0;0;3;1;0;0;0;1;0;1;1;1;0;0;0;13;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;3;0;25;4;1;0;7;0;1;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;45;0;0;1;0;0;19;0;1;10;0;6;4;1;1;1;1;0;1;0;0;11;0;2;0;0;0;0;0;0;25;2;0;0;0;0;7;1;0;3;0;2;0;0;0;0;0;2;2;2;0;1;0;0;0;0;0;0;4;2;13;10;8;6;9;0;1;0;1;0;0
27781-4434;insucesso;1;0;1;1;11;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;14;0;0;0;0;0;6;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;6;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27820-4603;insucesso;1;1;0;0;19;0;0;0;0;2;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;9;0;4;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;2;0;1;9;0;1;1;0;1;1;1;1;0;0;0;1;1;0;7;0;7;0;2;1;1;1;0;21;2;0;0;0;0;5;1;0;3;0;2;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
27889-4434;insucesso;2;1;1;0;30;4;1;0;1;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;1;1;1;0;0;4;0;0;0;0;0;0;0;0;0;14;1;1;0;3;0;1;0;1;0;0;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;1;0;0;0;2;1;0;1;1;2;2;1;0;1;1;0;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;1
27995-4435;SUCESSO;2;2;0;0;64;1;0;0;0;9;1;0;0;0;19;0;14;0;3;1;0;2;0;0;0;19;0;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;3;3;28;0;0;0;2;0;0;0;0;2;3;2;2;2;0;0;0;82;5;1;0;34;3;14;6;4;2;1;9;4;2;0;0;9;2;53;4;3;0;40;0;15;6;3;3;3;0;0;4;2;0;5;0;1;0;1;0;79;0;1;8;0;4;21;0;1;7;0;2;1;0;0;0;0;0;2;2;1;8;0;8;0;5;4;1;0;0;18;6;3;0;0;0;10;5;0;5;2;2;0;0;0;0;0;2;2;2;0;10;0;1;7;1;1;1;12;10;16;4;1;0;16;0;11;10;1;0;0
28043-4435;SUCESSO;2;0;2;2;19;1;0;0;0;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;11;1;1;1;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;7;0;0;2;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
28092-4434;SUCESSO;2;1;2;2;49;4;0;0;1;5;2;0;0;0;4;0;3;0;0;0;0;0;0;0;0;12;0;4;1;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;1;1;0;0;10;2;2;2;4;1;1;0;0;0;0;1;1;1;0;0;0;7;2;1;0;2;0;1;0;0;0;0;3;3;1;0;0;0;1;8;2;1;0;7;2;2;1;0;0;3;3;0;0;0;0;0;0;1;1;0;0;35;0;2;1;0;1;10;1;1;2;0;0;0;0;0;0;0;0;1;1;0;4;0;4;0;1;1;0;0;0;12;3;1;0;0;0;2;2;0;2;2;1;0;0;0;0;0;2;1;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
28101-4434;insucesso;1;0;1;1;13;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;1;0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28146-4435;insucesso;1;1;0;0;13;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;1;0;2;0;1;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
