IdAluno;Resultado;1>;11>;11>9>;13>;14>;14>11>;14>14>;14>14>14>;14>14>31>;14>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>48>;14>32>;14>32>31>;14>38>;14>38>14>;14>38>33>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>7>;14>8>;16>;16>31>;16>31>30>;17>;17>30>;17>30>30>;17>31>;17>31>31>;2>;2>14>;28>;28>30>;29>;29>48>;3>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>32>;31>38>;31>41>;31>48>;31>48>29>;31>48>30>;32>;32>14>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;34>38>;36>;36>34>;36>34>37>;36>36>;36>36>34>;36>37>;36>38>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>31>;38>33>;38>36>;38>38>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;46>;48>;48>13>;48>14>;48>29>;48>29>48>;48>30>;48>30>30>;48>31>;48>48>;48>48>48>;49>;49>14>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;8>;8>7>;9>
30786-4912;SUCESSO;1;15;1;0;112;13;32;0;9;2;51;25;15;10;4;2;2;4;3;0;0;5;0;2;26;3;4;2;0;1;5;0;3;3;0;3;0;0;3;0;5;4;0;0;2;0;0;24;16;5;3;7;5;4;2;1;1;1;3;0;1;0;0;0;1;2;72;37;6;0;5;20;12;4;6;3;2;1;2;1;0;0;0;8;3;2;0;3;1;5;0;4;0;0;0;0;3;3;1;1;0;2;10;2;0;2;0;2;0;3;1;0;0;12;4;2;0;3;4;2;1;0;46;1;6;1;10;0;4;1;0;1;11;0;3;2;0;4;1;0;1;1;2;0;0;1;7;7;11;2;1;8;0;7;0;0;1
30790-4224;SUCESSO;1;1;1;0;44;0;2;0;0;1;12;0;2;0;0;0;0;1;0;0;0;0;0;0;10;1;2;0;1;0;0;0;3;2;1;3;0;0;3;0;2;0;1;0;0;0;0;10;2;0;0;4;0;3;1;1;0;0;2;0;1;0;0;0;0;0;25;2;1;0;1;4;1;0;0;0;0;0;2;1;0;0;0;1;0;0;0;1;3;2;0;1;0;0;0;0;3;3;0;0;2;0;16;3;2;3;0;0;1;2;0;0;1;8;1;0;1;2;1;1;1;0;37;0;2;0;14;0;2;0;0;1;4;0;0;0;0;3;2;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1
30796-4429;SUCESSO;1;3;1;0;61;0;1;0;0;2;22;3;7;0;1;0;3;1;0;0;0;2;0;1;10;0;3;1;0;0;0;0;4;3;1;7;4;0;3;0;3;1;1;1;0;0;2;42;0;0;0;9;0;1;0;0;0;2;13;0;6;4;0;0;0;0;69;11;2;0;2;30;0;0;7;0;0;0;10;6;0;0;0;9;3;0;2;1;2;2;0;1;10;3;6;5;3;3;0;0;1;1;14;3;1;2;0;1;1;2;0;0;0;8;1;0;0;3;0;1;0;0;30;0;0;0;5;0;3;2;0;1;4;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;8;2;1;2;0;0;0;0;1
30799-4224;SUCESSO;2;7;1;2;165;1;1;0;1;14;75;8;38;12;9;3;7;8;1;1;0;5;0;1;34;5;9;3;2;0;4;0;4;4;1;14;6;0;7;0;23;0;5;1;1;0;0;81;28;12;9;19;4;6;2;1;1;5;20;0;8;4;0;0;5;1;138;15;6;0;4;68;18;7;18;6;2;1;15;7;0;0;0;15;8;2;5;2;4;6;0;1;10;5;6;3;6;6;1;0;4;1;15;5;4;2;0;0;2;5;0;0;4;20;5;2;2;6;3;0;0;1;78;2;9;5;15;2;3;2;1;2;15;0;5;0;0;1;0;0;1;0;2;0;1;1;3;1;6;0;0;11;0;3;7;0;1
30800-4428;SUCESSO;1;6;1;3;69;0;4;0;1;2;11;0;0;0;0;0;0;1;4;5;0;7;0;2;22;2;5;1;2;2;2;0;4;4;1;6;4;0;2;0;7;1;0;0;44;12;0;19;3;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;5;46;3;0;0;2;3;0;0;1;0;0;0;0;0;0;0;0;3;1;0;2;1;2;14;13;0;11;0;7;1;4;4;2;0;1;1;8;2;1;1;0;1;1;3;1;0;0;13;3;0;1;3;0;0;2;8;58;3;4;0;10;0;2;2;0;1;49;0;1;39;9;1;0;0;3;1;9;0;8;5;0;0;1;0;0;6;0;0;2;0;1
30807-4429;SUCESSO;1;6;1;1;117;1;4;0;3;9;58;20;20;8;4;0;0;3;2;0;0;11;2;3;15;1;2;1;0;0;1;0;3;3;2;6;3;0;3;0;13;4;1;1;2;0;0;57;9;6;3;5;0;0;0;0;0;0;15;0;11;4;0;0;0;1;105;28;16;0;6;49;9;6;4;0;0;0;12;10;0;0;0;3;0;1;0;1;0;5;0;2;0;0;0;0;5;5;0;0;2;1;19;3;1;1;0;1;2;5;1;0;0;20;6;1;5;5;1;0;0;1;38;3;3;2;6;1;2;1;1;1;11;0;2;2;0;4;1;0;4;2;0;0;0;0;2;0;4;0;0;5;0;1;0;0;1
30808-4224;SUCESSO;1;3;1;0;93;1;6;0;3;5;34;2;15;1;6;4;4;4;2;4;0;4;0;1;15;1;2;1;0;1;4;0;5;5;2;7;4;0;3;0;11;0;0;0;0;0;0;65;6;1;0;26;1;19;15;9;8;7;21;0;7;2;0;0;1;3;83;11;3;0;2;50;1;0;16;12;9;6;12;3;0;0;0;7;4;0;8;1;1;7;0;4;24;8;17;10;4;3;1;0;0;2;12;0;0;0;0;1;2;3;2;0;0;14;2;2;0;3;2;1;2;0;39;1;5;2;7;1;2;0;2;1;11;0;2;0;0;7;5;0;1;0;2;0;1;0;2;2;12;2;0;12;0;1;9;0;1
30812-4912;SUCESSO;0;4;0;0;62;1;3;0;2;2;33;0;13;0;0;0;0;5;2;0;0;4;0;0;3;0;0;0;0;0;7;0;5;5;1;24;15;0;8;0;10;0;9;2;0;0;0;77;4;3;0;13;0;6;2;1;0;2;10;0;5;1;0;0;3;2;100;4;1;0;1;47;0;0;7;4;0;0;3;2;0;0;0;14;6;1;1;2;3;6;0;1;2;1;1;0;5;5;4;2;0;0;9;1;0;1;0;3;0;4;1;0;0;16;1;0;5;4;0;0;1;0;37;2;1;1;7;0;1;0;0;4;13;0;1;0;0;1;0;0;4;2;0;0;0;0;2;1;42;17;8;13;0;1;0;0;1
30813-4224;SUCESSO;1;0;0;0;54;0;4;0;0;3;16;1;3;0;2;0;0;0;2;1;0;4;0;0;3;0;0;0;0;0;0;0;3;3;0;2;0;0;2;0;7;1;2;2;3;0;8;10;2;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;3;1;0;0;4;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;3;0;2;1;0;0;5;3;1;0;1;0;9;1;1;0;0;0;2;2;1;0;0;16;1;0;0;5;4;0;8;0;13;1;0;0;3;0;2;1;2;1;5;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30822-4428;SUCESSO;1;12;0;0;93;6;4;0;0;1;22;0;13;1;6;3;1;3;1;4;0;10;3;2;17;2;2;1;0;1;2;0;5;4;1;8;3;0;5;0;7;0;2;1;4;1;0;72;8;3;0;20;3;8;3;2;2;8;20;0;9;3;0;0;0;11;77;6;1;0;0;36;4;2;16;7;3;2;7;4;0;0;0;5;0;1;8;0;1;5;0;5;16;5;9;5;3;3;2;1;1;0;12;1;1;2;0;1;2;2;0;0;0;18;3;0;3;3;3;2;2;0;40;0;4;2;6;1;2;1;2;1;25;0;4;4;1;5;2;0;9;5;3;0;0;0;0;0;10;2;0;7;0;0;0;0;1
30823-4224;SUCESSO;1;3;1;4;72;2;8;0;3;2;26;1;1;0;0;0;0;6;16;0;0;5;0;1;11;2;3;1;1;0;2;0;3;3;0;5;0;0;5;0;6;0;4;1;29;8;0;13;4;2;0;3;3;2;0;0;0;0;1;0;1;0;0;0;1;3;53;6;1;0;0;8;1;1;2;2;0;0;1;1;0;0;0;7;3;0;0;2;0;23;18;0;0;0;0;0;5;4;1;0;2;1;15;3;2;6;0;1;2;3;1;0;1;15;2;1;2;5;3;1;0;6;27;0;3;0;4;0;1;0;0;1;32;0;2;27;7;2;0;0;3;0;3;0;1;0;0;0;5;0;0;3;0;0;1;0;1
30824-4429;SUCESSO;1;11;0;1;138;6;4;0;2;3;79;8;29;2;5;2;4;8;1;0;0;8;3;1;17;2;3;0;0;2;2;0;6;6;3;26;17;0;9;0;9;0;5;2;0;0;0;62;7;4;3;16;1;3;1;1;0;2;10;0;7;2;0;0;0;3;132;15;4;0;3;46;5;2;9;2;1;1;6;2;0;0;0;14;0;1;0;1;6;3;0;2;1;0;0;0;3;3;1;0;0;1;27;1;0;7;0;2;1;5;2;0;1;20;5;2;3;3;1;1;1;0;63;0;5;1;12;0;3;2;2;1;13;0;1;0;0;2;1;0;5;2;4;0;1;1;9;7;3;0;0;11;0;4;1;0;1
30834-4224;SUCESSO;1;6;1;0;125;5;9;0;3;8;46;6;23;0;3;1;14;0;1;5;0;18;9;3;19;0;6;2;1;3;7;0;3;3;2;6;3;0;3;0;10;5;2;1;0;0;0;53;6;2;2;11;2;4;2;2;2;1;20;0;12;8;0;0;0;1;82;17;8;0;1;37;2;1;7;3;1;1;19;11;0;0;0;2;0;0;4;1;0;3;0;2;8;1;6;3;5;4;0;0;2;0;10;3;2;0;0;0;1;3;0;0;1;25;10;4;4;5;3;1;1;1;35;0;3;0;11;2;3;1;2;1;13;0;1;0;0;5;1;0;1;0;4;0;3;2;6;6;0;0;0;11;0;6;3;0;1
30864-4428;SUCESSO;1;3;1;1;127;3;5;0;1;6;35;1;11;0;2;1;0;5;2;1;0;9;3;1;20;2;8;4;0;6;4;0;3;2;2;5;2;0;3;0;13;1;1;1;2;1;0;29;4;2;1;10;3;3;0;0;0;0;1;0;0;0;0;0;1;2;58;5;1;0;1;18;0;0;6;2;0;0;0;0;0;0;0;9;2;0;0;1;5;3;0;2;2;0;1;0;7;7;2;2;2;3;9;5;2;1;0;3;0;6;1;0;1;19;5;2;3;7;2;0;2;2;48;1;7;0;14;1;4;1;1;1;18;0;2;2;1;3;1;0;2;0;10;0;7;8;0;0;1;0;0;6;0;0;0;0;1
30869-4428;SUCESSO;1;5;1;0;163;4;4;0;1;7;77;1;39;7;14;7;0;5;4;0;0;15;1;2;12;2;3;0;7;4;2;0;3;3;3;10;5;0;5;0;13;0;11;4;0;0;0;133;28;12;7;55;9;31;20;9;5;6;9;0;4;0;0;0;2;24;150;3;0;0;0;81;11;2;26;11;5;3;2;1;0;0;0;13;5;2;1;1;1;8;0;3;3;1;1;1;6;6;3;2;2;1;25;4;2;5;0;2;1;9;0;0;2;30;11;2;5;5;3;1;0;1;31;0;6;4;3;2;0;0;2;1;53;0;12;0;0;20;13;0;16;4;5;0;3;3;1;0;3;1;1;7;0;1;1;0;1
30886-4429;SUCESSO;1;4;0;1;51;0;0;0;0;0;26;2;9;0;6;3;1;4;1;0;0;0;0;0;7;0;1;0;0;0;2;0;3;3;2;6;0;0;6;0;12;0;3;1;0;0;0;30;2;2;2;13;1;9;4;4;3;2;9;0;4;0;0;0;1;3;58;7;3;0;1;19;1;1;8;5;1;1;4;2;0;0;0;11;2;1;1;0;5;5;0;4;4;1;1;0;6;6;2;2;2;1;19;4;2;5;0;2;2;5;0;0;2;18;4;2;2;5;2;0;1;0;45;0;6;1;7;1;3;0;0;1;11;0;3;0;0;6;0;0;1;1;1;0;0;1;3;2;2;0;0;7;0;3;1;0;1
30900-4429;SUCESSO;3;9;1;1;80;3;5;0;2;3;32;0;17;0;6;3;1;2;1;1;0;5;0;0;14;3;7;1;1;2;0;0;3;3;2;9;4;0;5;0;10;1;4;3;4;0;0;84;4;4;1;24;1;12;6;1;1;3;7;0;3;0;0;0;1;1;80;2;2;0;0;33;1;1;13;8;5;1;2;1;0;0;0;7;2;1;1;1;1;6;3;4;4;1;2;1;3;3;1;1;1;1;4;2;1;0;0;1;0;4;0;0;2;12;1;1;4;3;0;1;2;0;44;1;7;3;18;4;4;1;0;3;16;0;1;4;0;5;0;0;4;0;4;0;2;3;1;1;1;0;0;6;0;1;5;0;1
30904-4428;SUCESSO;3;2;1;0;74;1;7;0;1;4;24;3;8;3;1;1;2;2;3;4;0;7;3;1;12;1;5;3;1;2;0;0;3;3;1;5;1;0;4;0;10;3;0;0;4;1;1;17;9;6;4;2;1;1;0;0;0;0;9;0;5;2;0;0;0;0;43;9;3;0;1;14;5;3;2;1;0;0;6;4;0;0;0;5;0;0;6;1;1;3;3;0;9;1;5;4;3;3;1;1;1;1;6;3;1;1;0;1;0;2;0;0;1;13;7;3;0;3;1;0;1;0;26;1;3;0;12;1;6;3;1;3;6;0;1;4;1;0;0;0;1;0;5;0;2;3;0;0;0;0;0;0;0;0;0;0;1
30940-4224;SUCESSO;1;6;1;0;137;4;3;0;1;7;59;1;23;2;7;2;3;4;2;0;0;2;0;1;14;2;1;1;2;0;1;0;4;4;2;12;6;0;6;0;16;0;4;1;3;0;2;64;10;3;2;25;4;9;5;1;1;5;11;0;5;0;0;0;1;6;104;6;2;0;1;49;4;1;21;7;4;1;3;2;0;0;0;10;6;1;2;2;3;6;2;1;3;2;1;0;4;4;3;1;0;1;34;1;0;4;0;2;2;2;1;0;0;13;3;0;0;3;1;2;0;0;35;1;3;3;8;0;3;1;0;1;24;0;3;3;0;1;0;0;7;1;0;0;0;0;0;0;13;9;7;1;0;0;0;0;1
30965-4429;SUCESSO;0;2;0;1;49;1;0;0;0;3;7;0;1;0;0;0;0;0;2;1;0;5;1;2;6;0;0;0;1;0;0;0;2;2;0;4;0;0;4;0;7;0;0;0;1;1;0;27;0;0;0;6;0;4;1;0;0;1;2;0;0;0;0;0;1;0;38;2;0;0;1;11;0;0;2;2;0;0;0;0;0;0;0;3;2;0;0;0;0;5;1;1;3;0;1;0;4;4;2;2;0;1;4;3;0;0;0;2;1;3;0;0;0;12;1;0;1;4;1;0;0;0;34;0;1;1;2;0;1;1;1;0;20;0;2;1;1;3;0;0;6;1;0;0;0;0;3;2;0;0;0;6;0;3;0;0;0
30969-4224;SUCESSO;1;0;0;1;57;0;2;0;1;3;12;0;2;0;1;0;0;1;1;0;0;3;0;0;4;0;0;0;4;1;4;0;3;3;1;4;0;0;4;0;10;2;0;0;5;0;0;11;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;39;2;1;0;0;5;0;0;2;0;0;0;0;0;0;0;0;5;1;2;0;1;0;9;4;2;1;1;0;0;4;4;2;2;0;2;8;3;0;2;0;2;1;3;0;0;1;14;2;0;3;3;2;3;1;1;28;0;1;0;1;0;0;0;0;1;56;0;35;4;0;3;1;0;2;1;2;0;1;1;0;0;6;1;0;6;0;0;2;0;0
30975-4428;SUCESSO;0;8;1;1;87;4;1;0;0;3;20;2;5;2;0;0;0;0;0;3;0;1;0;0;7;1;0;0;6;3;1;0;8;8;1;7;2;0;5;0;5;2;0;0;4;1;3;15;4;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;55;9;2;0;1;9;3;1;0;0;0;0;1;0;0;0;0;7;1;2;1;0;0;4;3;0;12;0;6;1;7;7;3;1;3;1;19;4;3;0;0;3;1;6;2;0;2;14;2;0;0;5;2;0;3;5;26;1;3;0;2;0;1;0;5;0;15;0;5;4;1;0;0;0;1;0;11;0;4;2;0;0;6;1;0;2;0;0;3;0;1
30982-4224;SUCESSO;1;1;1;1;78;0;9;0;2;5;31;3;14;1;6;1;3;1;1;4;0;3;1;0;12;1;4;2;0;0;0;0;3;3;2;8;4;0;4;0;9;2;4;3;1;0;2;57;8;1;1;30;3;11;8;5;2;4;11;0;8;2;0;0;1;2;69;4;0;0;0;36;1;0;19;8;5;3;6;4;0;0;0;7;2;1;4;0;0;3;0;1;17;6;10;5;6;6;2;2;2;2;9;3;1;1;0;2;1;5;0;0;2;15;5;3;0;6;0;1;0;0;28;2;2;0;8;1;3;1;4;2;5;0;1;1;0;3;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
30987-4429;SUCESSO;1;4;0;1;80;3;5;0;0;4;23;0;8;0;1;0;2;1;1;0;0;10;2;2;5;0;1;1;0;1;2;0;3;3;1;6;2;0;4;0;6;0;5;4;1;1;0;34;4;1;1;3;0;2;0;0;0;0;5;0;2;0;0;0;0;3;45;2;0;0;0;14;1;0;2;1;0;0;3;2;0;0;0;5;0;2;3;0;0;1;0;1;5;3;3;2;6;5;3;1;1;2;17;2;0;3;0;4;5;5;3;0;0;16;5;1;1;5;4;1;2;0;6;0;1;0;1;0;1;0;0;1;8;0;3;1;1;1;0;0;3;2;2;0;1;1;1;1;1;0;0;4;0;1;0;0;1
30988-4224;SUCESSO;1;5;1;3;56;2;1;0;0;1;9;0;3;0;1;0;0;0;1;6;0;3;0;2;12;0;6;1;1;1;7;0;3;3;1;7;2;0;5;0;2;1;3;1;10;1;1;31;2;0;0;10;0;3;1;1;1;1;2;0;1;0;0;0;0;1;38;5;0;0;0;14;0;0;5;2;1;1;0;0;0;0;0;3;0;1;3;0;1;6;4;0;13;3;8;4;5;5;2;0;2;1;6;3;2;2;0;1;2;3;1;0;0;9;4;1;0;2;0;3;0;4;46;0;1;0;12;1;1;1;2;1;20;0;2;8;0;2;1;0;3;2;6;0;3;1;6;0;5;1;0;13;0;6;3;0;1
30993-4224;SUCESSO;2;3;1;0;73;1;4;0;1;5;14;0;5;1;3;1;0;1;0;1;0;2;0;1;8;0;2;0;0;2;3;0;4;4;2;3;2;0;1;0;10;2;1;1;1;1;1;21;6;0;0;7;2;2;2;2;1;1;1;0;0;0;0;0;1;0;33;3;0;0;0;15;2;0;6;2;2;2;0;0;0;0;0;2;0;0;0;0;2;2;1;0;1;0;1;0;3;2;0;0;1;0;7;1;1;1;0;1;0;2;1;0;1;7;1;0;0;2;2;0;1;0;31;0;0;0;5;0;0;0;1;2;3;0;0;1;1;0;0;0;0;0;2;0;1;2;1;0;0;0;0;3;0;0;1;0;1
30996-4224;SUCESSO;1;6;0;0;79;3;4;0;1;6;14;1;6;1;2;1;0;1;2;1;0;4;2;1;8;0;2;1;1;2;5;0;5;4;2;14;9;0;4;0;12;0;2;1;1;0;1;35;6;3;3;15;3;7;3;2;2;1;7;0;4;0;0;0;1;2;60;3;1;0;1;18;1;1;8;5;2;2;1;1;0;0;0;4;2;1;1;0;2;10;1;7;3;1;2;0;4;4;0;0;1;1;18;2;1;3;0;1;0;3;2;0;1;10;2;0;1;2;0;0;1;0;31;0;1;1;7;0;3;1;0;1;15;0;2;1;0;9;3;0;1;0;2;0;0;0;0;0;4;0;0;8;0;0;2;0;1
31031-4224;SUCESSO;1;6;2;1;96;2;6;0;0;3;40;4;21;2;4;1;8;1;4;1;0;4;0;0;18;2;3;2;0;1;2;0;6;6;2;14;8;0;6;0;5;1;7;4;9;2;1;62;9;4;3;9;1;1;1;1;1;1;18;0;8;5;0;0;0;0;84;9;0;0;4;41;7;3;6;1;1;1;13;7;0;0;0;4;1;0;4;1;0;11;7;1;8;3;4;2;6;6;3;2;0;2;13;4;0;1;0;3;1;4;1;0;1;15;3;1;0;4;0;1;2;1;44;1;4;2;9;0;3;1;1;1;14;0;4;9;2;1;0;0;0;0;4;0;2;2;1;1;0;0;0;2;0;1;3;0;2
31077-4428;SUCESSO;1;5;1;0;78;1;3;0;1;1;28;2;12;1;7;1;1;4;1;0;0;2;2;0;15;2;5;1;0;0;4;0;4;3;2;4;1;0;3;0;6;0;1;0;0;0;0;29;9;5;2;13;2;6;2;1;1;1;5;0;2;0;0;0;1;0;60;7;2;0;1;22;3;2;10;4;1;1;4;2;0;0;0;13;5;5;0;0;6;1;0;1;0;0;0;0;3;2;1;0;0;0;14;2;0;0;0;0;1;2;0;0;0;11;5;2;2;3;0;1;0;0;46;2;6;0;15;0;2;1;0;1;3;0;0;0;0;2;0;0;1;1;0;0;0;0;4;4;13;8;6;7;0;4;0;0;1
31083-4429;SUCESSO;1;6;0;2;70;3;3;0;0;4;14;0;9;1;5;4;2;1;2;1;0;5;0;3;24;1;7;4;1;0;1;0;3;3;0;5;1;0;4;0;9;0;0;0;7;1;2;43;7;2;1;30;5;20;15;8;4;3;9;0;6;1;0;0;1;1;42;5;1;0;0;27;2;1;17;12;9;5;4;3;0;0;0;1;1;0;2;0;0;2;1;0;4;4;0;0;6;6;3;3;1;1;17;2;1;2;0;4;0;5;1;0;4;20;2;1;2;4;0;0;3;1;58;2;2;1;13;0;7;1;0;1;12;0;2;5;0;1;1;0;2;0;3;0;3;0;3;3;0;0;0;4;0;3;0;0;1
31093-4428;SUCESSO;1;2;0;0;51;1;0;0;0;1;15;1;7;1;0;0;5;2;3;0;0;3;1;2;13;2;1;0;0;1;0;0;2;2;1;2;0;0;2;0;3;0;0;0;1;0;0;20;5;2;1;1;0;0;0;0;0;0;8;0;6;2;0;0;0;3;27;3;2;0;1;14;3;1;1;0;0;0;8;6;0;0;0;2;1;0;3;0;1;4;1;1;4;4;0;0;6;6;2;2;2;1;20;6;2;6;0;3;0;6;0;0;1;11;2;0;0;4;1;0;0;1;30;0;2;1;3;0;0;0;0;1;8;0;2;1;0;1;0;0;3;1;5;0;3;1;0;0;0;0;0;0;0;0;0;0;1
31116-4429;SUCESSO;0;6;1;0;69;5;2;0;1;3;13;1;4;1;1;1;0;3;0;0;0;3;0;1;17;0;2;0;0;1;2;0;3;3;0;2;0;0;2;0;7;1;0;0;0;0;0;18;1;0;0;6;0;4;3;2;1;1;2;0;0;0;0;0;1;0;32;4;0;0;0;10;1;0;4;3;2;1;0;0;0;0;0;3;2;0;1;0;1;3;0;3;1;1;0;0;3;3;2;1;1;0;5;1;1;1;0;1;0;2;0;0;2;10;1;0;1;1;2;0;1;1;45;2;3;0;6;1;2;1;0;0;4;0;0;0;0;3;0;0;0;0;1;0;1;1;0;0;29;11;2;3;0;0;0;0;1
31133-4429;SUCESSO;1;7;1;1;124;3;4;0;1;1;18;0;2;0;1;0;0;5;1;9;0;2;0;1;11;0;0;0;6;2;2;0;4;4;1;6;2;0;4;0;7;0;0;0;1;0;6;22;2;1;0;9;1;2;0;0;0;0;0;0;0;0;0;0;1;1;61;4;0;0;0;15;0;0;7;2;0;0;0;0;0;0;0;9;3;1;0;0;2;4;0;1;14;2;12;3;5;5;1;0;1;2;70;2;0;14;0;1;0;4;2;0;0;13;3;0;0;4;1;1;5;1;42;2;3;1;3;1;0;0;1;1;25;0;2;1;0;2;0;0;5;1;3;0;1;1;0;0;12;2;2;6;0;0;1;0;1
31135-4429;insucesso;1;1;0;0;26;0;0;0;0;2;13;1;2;0;0;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;1;2;3;3;1;9;7;2;2;0;4;0;1;0;0;0;0;22;0;0;0;4;0;1;0;0;0;2;3;1;1;0;0;0;0;1;23;2;1;1;0;7;0;0;1;1;0;0;1;0;0;0;0;4;0;2;0;0;0;0;0;0;2;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;5;4;3;0;1;0;0;0;0;7;0;0;0;2;0;0;0;1;1;4;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;3;2;0
31136-4428;SUCESSO;1;5;1;0;117;3;2;0;1;11;53;0;26;3;15;9;2;6;0;0;0;12;0;1;16;0;6;2;0;0;3;0;4;4;0;5;2;0;3;0;16;2;0;0;0;0;1;53;13;5;5;34;7;20;8;4;2;1;5;0;2;0;0;0;0;0;89;7;3;0;1;40;4;1;24;14;6;3;2;0;0;0;0;12;1;0;0;2;6;1;0;1;1;0;0;0;4;4;3;2;0;0;20;0;0;3;0;3;1;3;1;0;1;26;2;1;5;4;3;0;0;0;54;0;5;2;17;2;9;4;1;1;3;0;0;0;0;2;1;0;0;0;1;0;0;1;5;1;0;0;0;11;0;5;0;0;1
31144-4224;SUCESSO;1;2;0;0;36;0;4;0;0;2;9;1;1;0;0;0;0;1;1;0;0;6;1;2;2;0;2;0;0;0;0;0;3;1;0;3;0;0;3;0;2;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;2;3;2;0;0;0;0;0;6;6;2;2;1;2;10;3;1;0;0;4;0;5;2;0;1;16;4;1;0;4;5;0;0;0;19;0;3;0;16;3;10;9;0;1;3;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
31155-4429;SUCESSO;1;2;1;6;71;0;6;0;2;4;12;1;3;1;0;0;0;1;1;0;0;5;1;0;8;0;5;2;1;7;1;0;2;2;1;5;0;0;5;0;8;0;0;0;6;0;0;17;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;33;6;2;0;1;6;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;3;3;0;0;1;2;5;1;0;0;0;1;0;3;1;0;0;11;2;1;1;2;1;1;0;1;26;0;5;1;11;3;7;0;0;1;13;0;3;1;0;1;0;0;0;0;9;0;8;0;2;2;0;0;0;2;0;2;0;0;1
31158-4224;SUCESSO;0;5;1;1;112;1;11;0;2;1;26;3;8;1;2;1;3;5;2;4;0;10;3;2;24;1;5;1;2;0;2;0;6;5;3;11;4;0;5;0;3;0;1;1;4;0;0;49;8;2;1;14;1;3;2;1;0;2;8;0;5;1;0;0;2;5;77;11;4;0;1;31;2;0;9;3;2;1;5;3;0;0;0;15;2;4;2;0;3;6;1;1;12;2;5;4;4;4;0;0;2;2;9;4;2;1;0;0;0;2;0;0;2;16;5;3;1;3;3;1;1;2;62;1;5;1;19;3;3;1;5;1;25;0;5;4;0;4;2;0;2;0;4;0;0;2;0;0;4;1;1;11;0;0;13;0;1
31164-4429;SUCESSO;1;5;1;0;46;3;1;0;0;0;10;1;3;1;0;0;0;0;0;0;0;6;3;1;9;0;4;1;0;0;2;0;4;4;1;8;1;0;7;0;4;0;0;0;0;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;34;9;3;0;0;7;2;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;1;0;0;1;0;1;0;6;6;3;2;1;2;6;2;0;0;0;3;1;5;2;0;0;15;5;2;2;5;0;1;0;0;28;0;3;1;6;2;1;0;0;1;4;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;4;0;0;4;0;0;2;0;1
31166-4429;SUCESSO;2;2;1;0;97;2;1;0;1;3;40;12;20;7;0;0;3;0;0;0;0;4;1;1;21;2;0;0;0;0;7;0;5;5;2;9;4;0;5;0;7;2;0;0;0;0;0;39;13;9;5;1;0;0;0;0;0;1;15;0;13;8;0;0;0;1;72;21;8;0;6;35;12;8;0;0;0;0;13;12;0;0;0;3;0;0;1;0;1;1;0;0;5;2;3;1;6;6;4;2;2;0;6;2;2;0;0;2;2;4;0;0;1;14;7;5;0;5;0;2;0;0;57;0;2;1;5;0;2;1;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;8;5;2;0;0;10;0;7;0;0;1
